"replicate","focal_value","reference_value","complete_pair","difference","architecture","metric","comparison_id","orientation","interpretation_level"
3,0.689084367834269,0.747835059697952,TRUE,-0.0587506918636831,"sparse_mixture","pip_auroc","full_csr_minus_bed","full_csr minus bed",4
3,0.692969610711368,0.689084367834269,TRUE,0.00388524287709868,"sparse_mixture","pip_auroc","block_csr_minus_full_csr","block_csr minus full_csr",2
3,0.700337102343112,0.689084367834269,TRUE,0.0112527345088427,"sparse_mixture","pip_auroc","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
3,0.700337102343112,0.700762236103424,TRUE,-0.000425133760312058,"sparse_mixture","pip_auroc","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
3,0.700337102343112,0.729477873540497,TRUE,-0.0291407711973855,"sparse_mixture","pip_auroc","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
3,0.700762236103424,0.692969610711368,TRUE,0.00779262539205605,"sparse_mixture","pip_auroc","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
3,0.729477873540497,0.700762236103424,TRUE,0.0287156374370734,"sparse_mixture","pip_auroc","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
3,0.73024116391239,0.785013573706544,TRUE,-0.0547724097941541,"sparse_homogeneous","pip_auroc","block_csr_minus_full_csr","block_csr minus full_csr",2
3,0.785013573706544,0.779641812287499,TRUE,0.00537176141904538,"sparse_homogeneous","pip_auroc","full_csr_minus_bed","full_csr minus bed",4
3,0.79113386573891,0.785013573706544,TRUE,0.00612029203236608,"sparse_homogeneous","pip_auroc","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
3,0.79113386573891,0.805374397090219,TRUE,-0.0142405313513086,"sparse_homogeneous","pip_auroc","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
3,0.79113386573891,0.814109538493977,TRUE,-0.0229756727550671,"sparse_homogeneous","pip_auroc","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
3,0.805374397090219,0.73024116391239,TRUE,0.0751332331778288,"sparse_homogeneous","pip_auroc","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
3,0.814109538493977,0.805374397090219,TRUE,0.00873514140375842,"sparse_homogeneous","pip_auroc","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
3,0.91064309490413,0.958751098633387,TRUE,-0.0481080037292571,"sparse_mixture","marker_effect_correlation","full_csr_minus_bed","full_csr minus bed",4
3,0.912633117218327,0.91064309490413,TRUE,0.00199002231419687,"sparse_mixture","marker_effect_correlation","block_csr_minus_full_csr","block_csr minus full_csr",2
3,0.912832064426369,0.912633117218327,TRUE,0.000198947208042255,"sparse_mixture","marker_effect_correlation","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
3,0.913048860222579,0.957930502137432,TRUE,-0.0448816419148531,"sparse_mixture","genetic_value_reconstruction_correlation","full_csr_minus_bed","full_csr minus bed",4
3,0.913142772600739,0.912832064426369,TRUE,0.000310708174369512,"sparse_mixture","marker_effect_correlation","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
3,0.914527257497187,0.91064309490413,TRUE,0.00388416259305724,"sparse_mixture","marker_effect_correlation","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
3,0.914527257497187,0.912832064426369,TRUE,0.00169519307081811,"sparse_mixture","marker_effect_correlation","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
3,0.914527257497187,0.913142772600739,TRUE,0.0013844848964486,"sparse_mixture","marker_effect_correlation","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
3,0.914678952660562,0.913048860222579,TRUE,0.00163009243798229,"sparse_mixture","genetic_value_reconstruction_correlation","block_csr_minus_full_csr","block_csr minus full_csr",2
3,0.914752055297671,0.914678952660562,TRUE,7.31026371096899e-05,"sparse_mixture","genetic_value_reconstruction_correlation","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
3,0.914974298979597,0.914752055297671,TRUE,0.000222243681925582,"sparse_mixture","genetic_value_reconstruction_correlation","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
3,0.915292831658547,0.957887858526215,TRUE,-0.0425950268676677,"sparse_mixture","genetic_value_correlation","full_csr_minus_bed","full_csr minus bed",4
3,0.9162043779015,0.913048860222579,TRUE,0.00315551767892053,"sparse_mixture","genetic_value_reconstruction_correlation","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
3,0.9162043779015,0.914752055297671,TRUE,0.00145232260382855,"sparse_mixture","genetic_value_reconstruction_correlation","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
3,0.9162043779015,0.914974298979597,TRUE,0.00123007892190297,"sparse_mixture","genetic_value_reconstruction_correlation","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
3,0.916391762592132,0.916461325305896,TRUE,-6.95627137640153e-05,"sparse_mixture","genetic_value_correlation","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
3,0.916461325305896,0.915292831658547,TRUE,0.0011684936473485,"sparse_mixture","genetic_value_correlation","block_csr_minus_full_csr","block_csr minus full_csr",2
3,0.916742320315275,0.916391762592132,TRUE,0.000350557723143186,"sparse_mixture","genetic_value_correlation","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
3,0.917437257678839,0.915292831658547,TRUE,0.0021444260202923,"sparse_mixture","genetic_value_correlation","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
3,0.917437257678839,0.916391762592132,TRUE,0.00104549508670781,"sparse_mixture","genetic_value_correlation","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
3,0.917437257678839,0.916742320315275,TRUE,0.000694937363564629,"sparse_mixture","genetic_value_correlation","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
3,0.923486948616526,0.93854623505995,TRUE,-0.0150592864434238,"sparse_homogeneous","marker_effect_correlation","full_csr_minus_bed","full_csr minus bed",4
3,0.927002295800624,0.940852242661623,TRUE,-0.0138499468609988,"sparse_homogeneous","genetic_value_reconstruction_correlation","full_csr_minus_bed","full_csr minus bed",4
3,0.927745859535421,0.928791444449806,TRUE,-0.00104558491438433,"sparse_homogeneous","marker_effect_correlation","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
3,0.928621975563464,0.927745859535421,TRUE,0.000876116028042939,"sparse_homogeneous","marker_effect_correlation","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
3,0.928791444449806,0.923486948616526,TRUE,0.00530449583327985,"sparse_homogeneous","marker_effect_correlation","block_csr_minus_full_csr","block_csr minus full_csr",2
3,0.929033156053871,0.941446305129394,TRUE,-0.0124131490755223,"sparse_homogeneous","genetic_value_correlation","full_csr_minus_bed","full_csr minus bed",4
3,0.930057319839249,0.923486948616526,TRUE,0.00657037122272297,"sparse_homogeneous","marker_effect_correlation","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
3,0.930057319839249,0.927745859535421,TRUE,0.00231146030382745,"sparse_homogeneous","marker_effect_correlation","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
3,0.930057319839249,0.928621975563464,TRUE,0.00143534427578451,"sparse_homogeneous","marker_effect_correlation","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
3,0.930754594840426,0.931755459974928,TRUE,-0.00100086513450259,"sparse_homogeneous","genetic_value_reconstruction_correlation","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
3,0.931718979920901,0.930754594840426,TRUE,0.000964385080475139,"sparse_homogeneous","genetic_value_reconstruction_correlation","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
3,0.931755459974928,0.927002295800624,TRUE,0.00475316417430383,"sparse_homogeneous","genetic_value_reconstruction_correlation","block_csr_minus_full_csr","block_csr minus full_csr",2
3,0.93300931791561,0.927002295800624,TRUE,0.00600702211498538,"sparse_homogeneous","genetic_value_reconstruction_correlation","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
3,0.93300931791561,0.930754594840426,TRUE,0.00225472307518415,"sparse_homogeneous","genetic_value_reconstruction_correlation","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
3,0.93300931791561,0.931718979920901,TRUE,0.00129033799470901,"sparse_homogeneous","genetic_value_reconstruction_correlation","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
3,0.933217030308878,0.934410379457487,TRUE,-0.00119334914860847,"sparse_homogeneous","genetic_value_correlation","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
3,0.9344008082522,0.933217030308878,TRUE,0.00118377794332203,"sparse_homogeneous","genetic_value_correlation","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
3,0.934410379457487,0.929033156053871,TRUE,0.00537722340361557,"sparse_homogeneous","genetic_value_correlation","block_csr_minus_full_csr","block_csr minus full_csr",2
3,0.934642285933096,0.938951713017399,TRUE,-0.0043094270843036,"sparse_homogeneous","causal_marker_effect_correlation","full_csr_minus_bed","full_csr minus bed",4
3,0.935690032842668,0.929033156053871,TRUE,0.00665687678879701,"sparse_homogeneous","genetic_value_correlation","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
3,0.935690032842668,0.933217030308878,TRUE,0.0024730025337899,"sparse_homogeneous","genetic_value_correlation","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
3,0.935690032842668,0.9344008082522,TRUE,0.00128922459046787,"sparse_homogeneous","genetic_value_correlation","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
3,0.938493483727051,0.938690736551644,TRUE,-0.000197252824593264,"sparse_homogeneous","causal_marker_effect_correlation","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
3,0.938535254631907,0.938493483727051,TRUE,4.17709048566861e-05,"sparse_homogeneous","causal_marker_effect_correlation","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
3,0.938690736551644,0.934642285933096,TRUE,0.00404845061854808,"sparse_homogeneous","causal_marker_effect_correlation","block_csr_minus_full_csr","block_csr minus full_csr",2
3,0.940437783808664,0.934642285933096,TRUE,0.00579549787556877,"sparse_homogeneous","causal_marker_effect_correlation","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
3,0.940437783808664,0.938493483727051,TRUE,0.00194430008161395,"sparse_homogeneous","causal_marker_effect_correlation","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
3,0.940437783808664,0.938535254631907,TRUE,0.00190252917675726,"sparse_homogeneous","causal_marker_effect_correlation","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
3,0.960166984839616,1.0925576916057,TRUE,-0.132390706766084,"sparse_mixture","prediction_regression_slope","full_csr_minus_bed","full_csr minus bed",4
3,0.960539694895968,0.961139307728708,TRUE,-0.000599612832740348,"sparse_mixture","causal_marker_effect_correlation","block_csr_minus_full_csr","block_csr minus full_csr",2
3,0.960547236307093,0.960539694895968,TRUE,7.54141112557782e-06,"sparse_mixture","causal_marker_effect_correlation","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
3,0.960639749456805,0.960547236307093,TRUE,9.25131497114817e-05,"sparse_mixture","causal_marker_effect_correlation","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
3,0.960669139621428,0.960547236307093,TRUE,0.000121903314334482,"sparse_mixture","causal_marker_effect_correlation","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
3,0.960669139621428,0.960639749456805,TRUE,2.93901646229999e-05,"sparse_mixture","causal_marker_effect_correlation","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
3,0.960669139621428,0.961139307728708,TRUE,-0.000470168107280289,"sparse_mixture","causal_marker_effect_correlation","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
3,0.961139307728708,0.961715737657791,TRUE,-0.000576429929082578,"sparse_mixture","causal_marker_effect_correlation","full_csr_minus_bed","full_csr minus bed",4
3,0.968759806115287,0.960166984839616,TRUE,0.00859282127567118,"sparse_mixture","prediction_regression_slope","block_csr_minus_full_csr","block_csr minus full_csr",2
3,0.969123083198817,0.968759806115287,TRUE,0.000363277083529567,"sparse_mixture","prediction_regression_slope","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
3,0.970568288385218,0.969123083198817,TRUE,0.00144520518640123,"sparse_mixture","prediction_regression_slope","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
3,0.973066991895375,0.960166984839616,TRUE,0.0129000070557586,"sparse_mixture","prediction_regression_slope","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
3,0.973066991895375,0.969123083198817,TRUE,0.00394390869655781,"sparse_mixture","prediction_regression_slope","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
3,0.973066991895375,0.970568288385218,TRUE,0.00249870351015657,"sparse_mixture","prediction_regression_slope","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
3,0.991400457777786,0.981595546587451,TRUE,0.00980491119033544,"sparse_homogeneous","prediction_regression_slope","full_csr_minus_bed","full_csr minus bed",4
3,0.998102493489593,0.998432800900313,TRUE,-0.000330307410720376,"sparse_homogeneous","prediction_regression_slope","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
3,0.998229040807107,0.991400457777786,TRUE,0.00682858302932055,"sparse_homogeneous","prediction_regression_slope","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
3,0.998229040807107,0.998102493489593,TRUE,0.000126547317513936,"sparse_homogeneous","prediction_regression_slope","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
3,0.998229040807107,0.998352247638024,TRUE,-0.000123206830917488,"sparse_homogeneous","prediction_regression_slope","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
3,0.998352247638024,0.998102493489593,TRUE,0.000249754148431425,"sparse_homogeneous","prediction_regression_slope","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
3,0.998432800900313,0.991400457777786,TRUE,0.00703234312252699,"sparse_homogeneous","prediction_regression_slope","block_csr_minus_full_csr","block_csr minus full_csr",2
3,1.02379308316073,1.02512499614751,TRUE,-0.00133191298678148,"sparse_homogeneous","phenotype_prediction_rmse","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
3,1.02379308316073,1.02520740435863,TRUE,-0.00141432119789808,"sparse_homogeneous","phenotype_prediction_rmse","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
3,1.02379308316073,1.02721796734274,TRUE,-0.00342488418201214,"sparse_homogeneous","phenotype_prediction_rmse","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
3,1.02502473696406,1.02721796734274,TRUE,-0.00219323037867669,"sparse_homogeneous","phenotype_prediction_rmse","block_csr_minus_full_csr","block_csr minus full_csr",2
3,1.02512499614751,1.02520740435863,TRUE,-8.24082111166025e-05,"sparse_homogeneous","phenotype_prediction_rmse","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
3,1.02520740435863,1.02502473696406,TRUE,0.00018266739456263,"sparse_homogeneous","phenotype_prediction_rmse","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
3,1.02721796734274,1.02193078138368,TRUE,0.00528718595906064,"sparse_homogeneous","phenotype_prediction_rmse","full_csr_minus_bed","full_csr minus bed",4
3,1.06126065201755,1.06205345216523,TRUE,-0.000792800147687123,"sparse_mixture","phenotype_prediction_rmse","block_csr_minus_full_csr","block_csr minus full_csr",2
3,1.06149169026332,1.06159421017635,TRUE,-0.000102519913036669,"sparse_mixture","phenotype_prediction_rmse","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
3,1.06159421017635,1.06126065201755,TRUE,0.000333558158809311,"sparse_mixture","phenotype_prediction_rmse","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
3,1.06166365079316,1.06149169026332,TRUE,0.000171960529837811,"sparse_mixture","phenotype_prediction_rmse","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
3,1.06166365079316,1.06159421017635,TRUE,6.94406168011419e-05,"sparse_mixture","phenotype_prediction_rmse","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
3,1.06166365079316,1.06205345216523,TRUE,-0.00038980137207667,"sparse_mixture","phenotype_prediction_rmse","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
3,1.06205345216523,1.05284923176077,TRUE,0.00920422040446667,"sparse_mixture","phenotype_prediction_rmse","full_csr_minus_bed","full_csr minus bed",4
3,13,14,TRUE,-1,"sparse_mixture","high_pip_marker_count","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
3,14,7,TRUE,7,"sparse_mixture","high_pip_marker_count","full_csr_minus_bed","full_csr minus bed",4
3,14,13,TRUE,1,"sparse_mixture","high_pip_marker_count","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
3,14,14,TRUE,0,"sparse_mixture","high_pip_marker_count","block_csr_minus_full_csr","block_csr minus full_csr",2
3,14,14,TRUE,0,"sparse_mixture","high_pip_marker_count","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
3,14,14,TRUE,0,"sparse_mixture","high_pip_marker_count","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
3,14,14,TRUE,0,"sparse_mixture","high_pip_marker_count","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
3,20,19,TRUE,1,"sparse_homogeneous","high_pip_marker_count","full_csr_minus_bed","full_csr minus bed",4
3,21,20,TRUE,1,"sparse_homogeneous","high_pip_marker_count","block_csr_minus_full_csr","block_csr minus full_csr",2
3,21,20,TRUE,1,"sparse_homogeneous","high_pip_marker_count","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
3,21,21,TRUE,0,"sparse_homogeneous","high_pip_marker_count","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
3,21,21,TRUE,0,"sparse_homogeneous","high_pip_marker_count","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
3,21,21,TRUE,0,"sparse_homogeneous","high_pip_marker_count","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
3,21,21,TRUE,0,"sparse_homogeneous","high_pip_marker_count","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
3,41.497,42.15,TRUE,-0.652999999999999,"sparse_homogeneous","total_pip_mass","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
3,41.629,22.311,TRUE,19.318,"sparse_homogeneous","total_pip_mass","full_csr_minus_bed","full_csr minus bed",4
3,41.785,41.629,TRUE,0.155999999999999,"sparse_homogeneous","total_pip_mass","block_csr_minus_full_csr","block_csr minus full_csr",2
3,42.15,41.785,TRUE,0.365000000000002,"sparse_homogeneous","total_pip_mass","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
3,42.391,41.497,TRUE,0.893999999999998,"sparse_homogeneous","total_pip_mass","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
3,42.391,41.629,TRUE,0.762,"sparse_homogeneous","total_pip_mass","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
3,42.391,42.15,TRUE,0.241,"sparse_homogeneous","total_pip_mass","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
3,106.3748,106.3748,TRUE,0,"sparse_mixture","top_marker_causal_enrichment","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
3,106.3748,106.3748,TRUE,0,"sparse_mixture","top_marker_causal_enrichment","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
3,106.3748,106.3748,TRUE,0,"sparse_mixture","top_marker_causal_enrichment","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
3,106.3748,106.3748,TRUE,0,"sparse_mixture","top_marker_causal_enrichment","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
3,106.3748,121.5712,TRUE,-15.1964,"sparse_mixture","top_marker_causal_enrichment","block_csr_minus_full_csr","block_csr minus full_csr",2
3,106.3748,121.5712,TRUE,-15.1964,"sparse_mixture","top_marker_causal_enrichment","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
3,121.5712,136.7676,TRUE,-15.1964,"sparse_mixture","top_marker_causal_enrichment","full_csr_minus_bed","full_csr minus bed",4
3,319.1244,334.3208,TRUE,-15.1964,"sparse_homogeneous","top_marker_causal_enrichment","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
3,334.3208,319.1244,TRUE,15.1964,"sparse_homogeneous","top_marker_causal_enrichment","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
3,334.3208,319.1244,TRUE,15.1964,"sparse_homogeneous","top_marker_causal_enrichment","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
3,334.3208,334.3208,TRUE,0,"sparse_homogeneous","top_marker_causal_enrichment","block_csr_minus_full_csr","block_csr minus full_csr",2
3,334.3208,334.3208,TRUE,0,"sparse_homogeneous","top_marker_causal_enrichment","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
3,334.3208,334.3208,TRUE,0,"sparse_homogeneous","top_marker_causal_enrichment","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
3,334.3208,364.7136,TRUE,-30.3928,"sparse_homogeneous","top_marker_causal_enrichment","full_csr_minus_bed","full_csr minus bed",4
3,352.5305,354.421499999999,TRUE,-1.89099999999894,"sparse_mixture","total_pip_mass","block_csr_minus_full_csr","block_csr minus full_csr",2
3,353.239,353.31325,TRUE,-0.0742500000000064,"sparse_mixture","total_pip_mass","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
3,353.239,353.80925,TRUE,-0.570249999999987,"sparse_mixture","total_pip_mass","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
3,353.239,354.421499999999,TRUE,-1.18249999999892,"sparse_mixture","total_pip_mass","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
3,353.31325,352.5305,TRUE,0.782750000000021,"sparse_mixture","total_pip_mass","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
3,353.80925,353.31325,TRUE,0.495999999999981,"sparse_mixture","total_pip_mass","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
3,354.421499999999,304.71325,TRUE,49.7082499999989,"sparse_mixture","total_pip_mass","full_csr_minus_bed","full_csr minus bed",4
4,0.000542429830606973,0.000546999019110147,TRUE,-4.56918850317374e-06,"sparse_homogeneous","noncausal_marker_rmse","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
4,0.000542429830606973,0.000580862666449156,TRUE,-3.84328358421825e-05,"sparse_homogeneous","noncausal_marker_rmse","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
4,0.000542429830606973,0.000581439577981919,TRUE,-3.90097473749456e-05,"sparse_homogeneous","noncausal_marker_rmse","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
4,0.000546999019110147,4.21994869272607e-05,TRUE,0.000504799532182886,"sparse_homogeneous","noncausal_marker_rmse","full_csr_minus_bed","full_csr minus bed",4
4,0.000574465739670646,0.000546999019110147,TRUE,2.74667205604987e-05,"sparse_homogeneous","noncausal_marker_rmse","block_csr_minus_full_csr","block_csr minus full_csr",2
4,0.000580862666449156,0.000581439577981919,TRUE,-5.76911532763078e-07,"sparse_homogeneous","noncausal_marker_rmse","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
4,0.000581439577981919,0.000574465739670646,TRUE,6.97383831127312e-06,"sparse_homogeneous","noncausal_marker_rmse","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
4,0.000656440262512849,8.94019662106956e-05,TRUE,0.000567038296302153,"sparse_homogeneous","pip_null_mean","full_csr_minus_bed","full_csr minus bed",4
4,0.000674204686223347,0.000656440262512849,TRUE,1.77644237104979e-05,"sparse_homogeneous","pip_null_mean","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
4,0.000674204686223347,0.000674204686223347,TRUE,0,"sparse_homogeneous","pip_null_mean","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
4,0.000674204686223347,0.000683350465195962,TRUE,-9.14577897261537e-06,"sparse_homogeneous","pip_null_mean","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
4,0.000674204686223347,0.000683350465195962,TRUE,-9.14577897261537e-06,"sparse_homogeneous","pip_null_mean","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
4,0.000682243483303023,0.000656440262512849,TRUE,2.58032207901743e-05,"sparse_homogeneous","pip_null_mean","block_csr_minus_full_csr","block_csr minus full_csr",2
4,0.000683350465195962,0.000682243483303023,TRUE,1.10698189293898e-06,"sparse_homogeneous","pip_null_mean","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
4,0.000933821536332539,0.000939804521364505,TRUE,-5.98298503196558e-06,"sparse_mixture","noncausal_marker_rmse","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
4,0.000933821536332539,0.000944126772858721,TRUE,-1.03052365261821e-05,"sparse_mixture","noncausal_marker_rmse","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
4,0.000933821536332539,0.000960256476259226,TRUE,-2.64349399266869e-05,"sparse_mixture","noncausal_marker_rmse","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
4,0.000938442864152933,0.000960256476259226,TRUE,-2.18136121062931e-05,"sparse_mixture","noncausal_marker_rmse","block_csr_minus_full_csr","block_csr minus full_csr",2
4,0.000939804521364505,0.000938442864152933,TRUE,1.3616572115718e-06,"sparse_mixture","noncausal_marker_rmse","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
4,0.000944126772858721,0.000939804521364505,TRUE,4.32225149421647e-06,"sparse_mixture","noncausal_marker_rmse","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
4,0.000960256476259226,0.000197799720869554,TRUE,0.000762456755389672,"sparse_mixture","noncausal_marker_rmse","full_csr_minus_bed","full_csr minus bed",4
4,0.00114887736569187,0.00057571530099234,TRUE,0.000573162064699534,"sparse_homogeneous","nonnull_probability_mean","full_csr_minus_bed","full_csr minus bed",4
4,0.00116109078465952,0.00116943486615251,TRUE,-8.34408149298508e-06,"sparse_homogeneous","nonnull_probability_mean","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
4,0.00116501276618146,0.00114887736569187,TRUE,1.61354004895896e-05,"sparse_homogeneous","nonnull_probability_mean","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
4,0.00116501276618146,0.00116109078465952,TRUE,3.92198152193929e-06,"sparse_homogeneous","nonnull_probability_mean","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
4,0.00116501276618146,0.00116943486615251,TRUE,-4.42209997104578e-06,"sparse_homogeneous","nonnull_probability_mean","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
4,0.00116943486615251,0.00117038245900345,TRUE,-9.47592850938537e-07,"sparse_homogeneous","nonnull_probability_mean","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
4,0.00117038245900345,0.00114887736569187,TRUE,2.1505093311574e-05,"sparse_homogeneous","nonnull_probability_mean","block_csr_minus_full_csr","block_csr minus full_csr",2
